0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	1.21901e-008	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	2.17965e-007	0	0	0	0	0	
0	0	0	0	1.82684e-008	8.38729e-008	1.82684e-008	0	0	0	0	

0	0	0	0	0	3.43294e-008	0	0	0	0	0	
0	0	0	0	4.19625e-007	1.73138e-006	4.19625e-007	0	0	0	0	
0	0	0	1.59703e-008	1.41537e-007	3.03672e-007	1.41537e-007	1.59703e-008	0	0	0	

0	0	0	0	6.99544e-008	3.443e-007	6.99544e-008	0	0	0	0	
0	0	0	4.64554e-007	3.73481e-006	7.2309e-006	3.73481e-006	4.64554e-007	0	0	0	
0	0	1.06372e-008	1.37149e-007	5.46038e-007	8.01518e-007	5.46038e-007	1.37149e-007	1.06372e-008	0	0	

