0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	8.01437e-022	
0	0	0	0	0	0	0	0	5.78391e-030	2.08992e-020	
0	0	0	0	0	0	0	3.92284e-038	1.62408e-028	2.76537e-019	
0	0	0	0	0	0	0	1.18024e-036	2.31512e-027	2.47311e-018	
0	0	0	0	0	0	0	1.80313e-035	2.23207e-026	1.68012e-017	
0	0	0	0	0	0	0	1.86389e-034	1.63622e-025	9.24023e-017	
0	0	0	0	0	0	1.11964e-042	1.46569e-033	9.72083e-025	4.28184e-016	
0	0	0	0	0	0	1.05602e-041	9.34709e-033	4.87243e-024	1.7182e-015	
0	0	0	0	0	0	7.34308e-041	5.0331e-032	2.11812e-023	6.09047e-015	
0	0	0	0	0	0	4.23458e-040	2.35264e-031	8.1479e-023	1.93603e-014	
0	0	0	0	0	0	2.11629e-039	9.74125e-031	2.81627e-022	5.58473e-014	
0	0	0	0	0	0	9.37137e-039	3.6283e-030	8.85245e-022	1.47596e-013	
0	0	0	0	0	0	3.73552e-038	1.23052e-029	2.55533e-021	3.60222e-013	
0	0	0	0	0	0	1.35676e-037	3.83743e-029	6.82865e-021	8.17369e-013	
0	0	0	0	0	0	4.53464e-037	1.10941e-028	1.70099e-020	1.73449e-012	
0	0	0	0	0	0	1.40609e-036	2.99382e-028	3.97304e-020	3.46035e-012	
0	0	0	0	0	0	4.07286e-036	7.58605e-028	8.74721e-020	6.52182e-012	
0	0	0	0	0	0	1.10857e-035	1.81429e-027	1.82382e-019	1.1666e-011	
0	0	0	0	0	0	2.84989e-035	4.11428e-027	3.61685e-019	1.98941e-011	
0	0	0	0	0	1.8357e-043	6.95119e-035	8.88326e-027	6.84941e-019	3.24878e-011	
0	0	0	0	0	5.5071e-043	1.61513e-034	1.83306e-026	1.24334e-018	5.10351e-011	
0	0	0	0	0	1.46856e-042	3.58795e-034	3.62757e-026	2.17124e-018	7.74727e-011	
0	0	0	0	0	3.93625e-042	7.64567e-034	6.90697e-026	3.6602e-018	1.14167e-010	
0	0	0	0	0	9.47698e-042	1.56757e-033	1.26912e-025	5.97623e-018	1.64049e-010	
0	0	0	0	0	2.12535e-041	3.10098e-033	2.2568e-025	9.48106e-018	2.30817e-010	
0	0	0	0	0	4.5587e-041	5.9341e-033	3.8942e-025	1.4659e-017	3.19182e-010	
0	0	0	0	0	9.38281e-041	1.10115e-032	6.53686e-025	2.21514e-017	4.35167e-010	
0	0	0	0	0	1.86322e-040	1.98586e-032	1.06996e-024	3.28001e-017	5.86406e-010	
0	0	0	0	0	3.5884e-040	3.48802e-032	1.71148e-024	4.77031e-017	7.82467e-010	
